Wrist_x,Wrist_y,Wrist_z,Palm_x,Palm_y,Palm_z,thumb_base_x,thumb_base_y,thumb_base_z,thumb_first_joint_x,thumb_first_joint_y,thumb_first_joint_z,thumb_second_joint_x,thumb_second_joint_y,thumb_second_joint_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_base_x,index_base_y,index_base_z,index_first_joint_x,index_first_joint_y,index_first_joint_z,index_second_joint_x,index_second_joint_y,index_second_joint_z,index_tip_x,index_tip_y,index_tip_z,middle_base_x,middle_base_y,middle_base_z,middle_first_joint_x,middle_first_joint_y,middle_first_joint_z,middle_second_joint_x,middle_second_joint_y,middle_second_joint_z,middle_tip_x,middle_tip_y,middle_tip_z,ring_base_x,ring_base_y,ring_base_z,ring_first_joint_x,ring_first_joint_y,ring_first_joint_z,ring_second_joint_x,ring_second_joint_y,ring_second_joint_z,ring_tip_x,ring_tip_y,ring_tip_z,pinky_base_x,pinky_base_y,pinky_base_z,pinky_first_joint_x,pinky_first_joint_y,pinky_first_joint_z,pinky_second_joint_x,pinky_second_joint_y,pinky_second_joint_z,pinky_tip_x,pinky_tip_y,pinky_tip_z,r
0.48727507,-0.38808611,0.44658,0.48322356,-0.33526195,0.434944,0.46042381,-0.36479476,0.433812,0.48093723,-0.34187052,0.429627,0.46621291,-0.30966105,0.417357,0.47829199,-0.29301296,0.414125,0.44870567,-0.27265857,0.410715,0.45194152,-0.26954799,0.389182,0.47794545,-0.29997223,0.404137,0.49221258,-0.32630218,0.418609,0.48072769,-0.28400154,0.42261,0.49196347,-0.27938747,0.403126,0.51512099,-0.32182125,0.422615,0.51864033,-0.34257958,0.43578,0.50753614,-0.29717659,0.433317,0.51590767,-0.29215236,0.411373,0.53238002,-0.32601542,0.427715,0.53612666,-0.34855083,0.443104,0.540102,-0.32016517,0.447759,0.53830813,-0.32711615,0.428488,0.55276557,-0.34886416,0.440607,0.56550973,-0.36824302,0.4513,
0.48831517,-0.38671151,0.449248,0.49025814,-0.33620252,0.443716,0.46365996,-0.36472851,0.438497,0.49025892,-0.34030833,0.443255,0.47983267,-0.30950863,0.434774,0.49381407,-0.2940673,0.432856,0.46327838,-0.27341684,0.426407,0.46961844,-0.27305245,0.409563,0.49526881,-0.30405284,0.425594,0.5117613,-0.3357539,0.438645,0.49529769,-0.28609064,0.437851,0.51023439,-0.28633727,0.424173,0.53515036,-0.32842948,0.445084,0.54016879,-0.35365355,0.456595,0.52148786,-0.3000501,0.447704,0.53360812,-0.29934004,0.431273,0.54887562,-0.33317308,0.448815,0.54982785,-0.35721481,0.462457,0.55205835,-0.32334216,0.460227,0.55356491,-0.33213886,0.445547,0.57120112,-0.35897403,0.458687,0.58481767,-0.37973838,0.470281,
0.49262087,-0.38812452,0.454719,0.49649519,-0.3365553,0.453475,0.46608405,-0.36267214,0.44397,0.49383997,-0.33866849,0.450401,0.48586845,-0.30803795,0.442726,0.49595987,-0.29269809,0.436207,0.46790542,-0.27714547,0.439281,0.48034544,-0.27542459,0.425429,0.50728083,-0.30507745,0.441007,0.5220989,-0.33564416,0.452697,0.5006172,-0.28959235,0.452156,0.52308263,-0.28868268,0.442733,0.54995271,-0.32995299,0.463122,0.55326858,-0.3555295,0.47293,0.52728303,-0.30321016,0.462849,0.54358937,-0.30665553,0.449937,0.55759553,-0.3401647,0.467004,0.55515917,-0.35846992,0.480335,0.5582479,-0.32580315,0.475733,0.56690255,-0.33421589,0.46418,0.58288374,-0.35758662,0.477034,0.60119102,-0.38457751,0.488376,
0.50658432,-0.39469336,0.470118,0.50522456,-0.34072733,0.466428,0.47585458,-0.36395413,0.456366,0.49738611,-0.33977155,0.454293,0.48334885,-0.30662924,0.44171,0.49495767,-0.28970015,0.438959,0.47194735,-0.28134616,0.446745,0.48289103,-0.27751879,0.429894,0.50849005,-0.30521234,0.443362,0.52195097,-0.33047646,0.455392,0.50253465,-0.29179164,0.462516,0.52412273,-0.27831178,0.45095,0.55537793,-0.31536805,0.468697,0.55808621,-0.33705102,0.478451,0.53121846,-0.30429599,0.475784,0.54854675,-0.30314284,0.460028,0.55793886,-0.33422822,0.474815,0.55575755,-0.34794693,0.488881,0.56571685,-0.3258489,0.49209,0.5758618,-0.33267988,0.478452,0.59021711,-0.35346238,0.489526,0.60289353,-0.37194785,0.499297,
0.51227891,-0.39306994,0.478593,0.51293571,-0.3451924,0.477083,0.48447549,-0.36963425,0.465162,0.51064994,-0.3461945,0.469269,0.49800215,-0.31432494,0.458376,0.5061947,-0.295784,0.452463,0.47846814,-0.28765523,0.459379,0.49383087,-0.28291182,0.444241,0.52059008,-0.30949408,0.457574,0.53514396,-0.33602787,0.468874,0.5124926,-0.29919692,0.475481,0.53736693,-0.28514716,0.466109,0.56901049,-0.32153965,0.483702,0.57266033,-0.34509168,0.492614,0.54066802,-0.31210154,0.488851,0.56129419,-0.31031745,0.475032,0.57098645,-0.34140413,0.489678,0.56898951,-0.35629143,0.50239,0.57427473,-0.33394108,0.504954,0.5875211,-0.34033149,0.493,0.60166681,-0.36146672,0.504007,0.61718907,-0.38146943,0.513718,
0.52077085,-0.39617072,0.488093,0.51972845,-0.34923093,0.487013,0.49197621,-0.37303226,0.47366,0.51692104,-0.34721169,0.477717,0.50409001,-0.31555752,0.466834,0.51167249,-0.29722467,0.461481,0.48529174,-0.29183386,0.468383,0.49971938,-0.28418563,0.453249,0.52580583,-0.30911899,0.465363,0.54043301,-0.33604397,0.476174,0.51704108,-0.3019552,0.485869,0.54353357,-0.28670143,0.477167,0.57461692,-0.32118437,0.493234,0.57844378,-0.34590697,0.501424,0.54551219,-0.31483725,0.500343,0.56794191,-0.31148655,0.48674,0.57726075,-0.34173315,0.50007,0.5746793,-0.35855683,0.511789,0.57969324,-0.33660361,0.517693,0.59522713,-0.34192231,0.506106,0.6082107,-0.3621279,0.516119,0.62357488,-0.38427322,0.524954,
0.58801714,-0.40889763,0.531777,0.55672669,-0.359755,0.515067,0.55288503,-0.39496564,0.514037,0.55190392,-0.36413122,0.501575,0.5307509,-0.33300874,0.482319,0.5348355,-0.31160154,0.475252,0.49171954,-0.30850921,0.481008,0.49461469,-0.29256087,0.453759,0.5095704,-0.31797665,0.464309,0.51422871,-0.33458001,0.47947,0.52660413,-0.30897701,0.497354,0.52945699,-0.28336249,0.47369,0.56557975,-0.31544792,0.487647,0.57438768,-0.33915617,0.500587,0.55320039,-0.3127711,0.512124,0.56024033,-0.30174643,0.485001,0.57606706,-0.33034628,0.496594,0.57956838,-0.34840148,0.512461,0.59286538,-0.32441605,0.532145,0.59356506,-0.32485745,0.509075,0.60519195,-0.34548874,0.517491,0.61500593,-0.36368269,0.524918,
0.59133262,-0.41029941,0.537802,0.56537365,-0.36405297,0.525647,0.55672061,-0.39600742,0.519871,0.55862757,-0.36340565,0.511301,0.53846715,-0.33101342,0.491612,0.54299051,-0.30988999,0.485124,0.50317033,-0.310827,0.494656,0.51119464,-0.29523217,0.470473,0.52539612,-0.32046685,0.480475,0.5289174,-0.3408479,0.494276,0.53592453,-0.31278505,0.512761,0.54832871,-0.28808188,0.493603,0.58153167,-0.31722074,0.506925,0.58952863,-0.33960331,0.518036,0.56508164,-0.31785682,0.52862,0.57805801,-0.30742811,0.50515,0.59313611,-0.33582026,0.516166,0.59405634,-0.35366103,0.530482,0.60375914,-0.3305825,0.549257,0.61000324,-0.33159554,0.529454,0.62093939,-0.35228948,0.537513,0.63011137,-0.3705741,0.544623,
0.59694932,-0.41455703,0.546846,0.56782789,-0.36545822,0.536512,0.56365325,-0.40083831,0.529733,0.57002042,-0.37069526,0.52585,0.53412896,-0.34646214,0.505275,0.51265582,-0.33511256,0.500182,0.51338322,-0.31703459,0.507854,0.52343772,-0.30375657,0.485159,0.53778155,-0.32949892,0.495997,0.54193717,-0.34638919,0.509782,0.54574122,-0.31879986,0.525557,0.56102961,-0.29716075,0.50798,0.59441143,-0.32760167,0.522373,0.60400274,-0.34948741,0.533249,0.57420565,-0.32363188,0.540941,0.58915894,-0.31613029,0.51905,0.60396107,-0.34497623,0.530977,0.60422444,-0.36186675,0.545355,0.61134145,-0.33589799,0.560744,0.61872668,-0.33930599,0.542198,0.62930716,-0.3600787,0.550979,0.63836691,-0.37846635,0.558728,
0.60911697,-0.42202566,0.562623,0.58172589,-0.37467395,0.55046,0.57555456,-0.40789515,0.544546,0.58054747,-0.37617895,0.536132,0.54366448,-0.35284684,0.514881,0.518523,-0.3398275,0.50621,0.52201583,-0.32647045,0.519284,0.53078405,-0.30977517,0.495065,0.54552818,-0.33445801,0.504861,0.54829877,-0.3511523,0.518491,0.55359307,-0.3274213,0.537567,0.56650261,-0.30255684,0.518451,0.59995069,-0.33064549,0.531513,0.60990333,-0.35405386,0.542528,0.58178104,-0.33158118,0.553573,0.59566809,-0.32035567,0.53009,0.6109452,-0.3481383,0.540884,0.61330041,-0.36709754,0.555066,0.61931788,-0.34304738,0.574387,0.62692407,-0.34375342,0.5546,0.63769644,-0.36373632,0.562489,0.64874846,-0.38354348,0.56945,
0.61877913,-0.42797047,0.576263,0.58982632,-0.38061818,0.565279,0.58582926,-0.41442666,0.557896,0.59136003,-0.38177975,0.550903,0.55469448,-0.35849218,0.528242,0.52937683,-0.34723712,0.518058,0.53306557,-0.3345774,0.534601,0.54174925,-0.31093094,0.511178,0.55936128,-0.33460266,0.520339,0.56306601,-0.35732354,0.533324,0.56344022,-0.33523288,0.553636,0.57908256,-0.30990859,0.535825,0.6122947,-0.33658909,0.548099,0.61960014,-0.35813455,0.558394,0.59052882,-0.33905503,0.570168,0.60715003,-0.32695281,0.547676,0.6221685,-0.35400971,0.557787,0.6217128,-0.37180874,0.571223,0.62656143,-0.34991938,0.591431,0.63724677,-0.35011728,0.572588,0.64757709,-0.36955773,0.579979,0.65639797,-0.38673089,0.5865,
0.63778851,-0.43980948,0.598481,0.6040928,-0.38888752,0.583578,0.60284781,-0.42550445,0.581966,0.60774245,-0.39855801,0.576236,0.56924721,-0.37579074,0.554606,0.54680942,-0.36228717,0.547402,0.54534189,-0.34189222,0.552346,0.54863572,-0.32374786,0.526694,0.56648743,-0.34975728,0.538569,0.57225788,-0.36760667,0.553761,0.57665742,-0.34093969,0.567781,0.58714745,-0.31797838,0.545583,0.61793213,-0.35182043,0.561225,0.63218504,-0.37088319,0.574164,0.60466029,-0.34361848,0.581659,0.61347829,-0.33723151,0.556157,0.62887206,-0.36597733,0.569188,0.63448621,-0.38165986,0.585395,0.64201133,-0.35346941,0.600352,0.64360032,-0.35569628,0.578502,0.65563077,-0.37633513,0.588044,0.66597833,-0.39459111,0.596463,
0.64006411,-0.44112934,0.605522,0.60824272,-0.39179356,0.588118,0.60742458,-0.42907031,0.588403,0.60751748,-0.39867501,0.57672,0.56901664,-0.37607685,0.555351,0.54659361,-0.36269671,0.548303,0.54634396,-0.34304986,0.554325,0.54744203,-0.32360645,0.52682,0.56577096,-0.34909837,0.53805,0.57333378,-0.3687251,0.553391,0.57768772,-0.34200672,0.56967,0.58298425,-0.319916,0.545215,0.61528463,-0.35073429,0.560015,0.62553382,-0.37272554,0.573507,0.60595029,-0.34473124,0.583672,0.61370627,-0.335306,0.55611,0.62708373,-0.36520979,0.568435,0.63256212,-0.38139786,0.584902,0.64407717,-0.35486047,0.602882,0.64387464,-0.35668494,0.579322,0.65336068,-0.37727829,0.588284,0.66133464,-0.39384511,0.596191,
0.64396442,-0.4470974,0.613305,0.6159319,-0.3998834,0.599932,0.60848534,-0.43335794,0.597994,0.61126269,-0.40906729,0.594532,0.57639655,-0.38447692,0.578059,0.57208483,-0.36313328,0.57176,0.55792482,-0.3472547,0.571299,0.55852268,-0.32843729,0.547116,0.57729438,-0.35573387,0.560112,0.58953041,-0.37943296,0.574847,0.59164105,-0.35009683,0.585757,0.59673864,-0.32863478,0.564835,0.62762822,-0.36224138,0.581897,0.64472508,-0.38614868,0.59482,0.62119992,-0.35608971,0.59871,0.62641648,-0.3501335,0.574675,0.64050734,-0.38058278,0.588922,0.64939991,-0.39552322,0.604892,0.65955395,-0.37024946,0.616078,0.65612859,-0.3738484,0.595331,0.6652995,-0.39506357,0.605825,0.67228893,-0.41275556,0.615083,
0.65175376,-0.45349853,0.625497,0.61876064,-0.40525029,0.607798,0.61604785,-0.44073038,0.609629,0.59952451,-0.4179113,0.597355,0.57521357,-0.39150602,0.575788,0.56061199,-0.37042869,0.561399,0.55455097,-0.3606732,0.575337,0.54433158,-0.33082276,0.548111,0.56812281,-0.35528427,0.560513,0.58442389,-0.37843564,0.576212,0.58623554,-0.35786906,0.589037,0.58032347,-0.33077465,0.564111,0.61501474,-0.36102449,0.58037,0.63341866,-0.38468589,0.594489,0.61494235,-0.35891126,0.601708,0.6167699,-0.34937997,0.574196,0.63695744,-0.3790814,0.587784,0.64253627,-0.39596267,0.604689,0.65380743,-0.36668004,0.619382,0.6469034,-0.37422132,0.59567,0.65412462,-0.39342869,0.605588,0.6554162,-0.39682738,0.614339,
0.66574217,-0.46694194,0.643499,0.63027971,-0.42580217,0.630301,0.63215146,-0.45568938,0.627467,0.61631328,-0.4354938,0.621988,0.58618058,-0.40561829,0.603148,0.57209101,-0.3831463,0.594188,0.55990156,-0.38510034,0.600901,0.542858,-0.34643446,0.577772,0.56895913,-0.36520088,0.590152,0.58745976,-0.38969398,0.604224,0.59012409,-0.38200221,0.61631,0.57645052,-0.34439655,0.595666,0.61320868,-0.36596745,0.61188,0.63325667,-0.38952133,0.624436,0.61822489,-0.38248788,0.630032,0.61746213,-0.35842607,0.605973,0.64208448,-0.38595287,0.619487,0.65244619,-0.40809639,0.6346,0.65767257,-0.38897782,0.648286,0.65505549,-0.38577868,0.627632,0.66942823,-0.4076428,0.63757,0.67443854,-0.41925258,0.646338,
0.68026629,-0.47442197,0.657425,0.6494662,-0.43538069,0.649103,0.65302096,-0.46934869,0.64787,0.60360484,-0.44829561,0.626767,0.57296614,-0.44313117,0.623294,0.558743,-0.44098845,0.629695,0.60013013,-0.39638635,0.63125,0.57404216,-0.3538263,0.619337,0.58009797,-0.34064408,0.613381,0.60652914,-0.35259209,0.623822,0.62063371,-0.38994805,0.640281,0.62899295,-0.35688161,0.626692,0.63444195,-0.33693317,0.618765,0.65537205,-0.33081178,0.629186,0.63951696,-0.38794936,0.648371,0.66544701,-0.37627965,0.638121,0.70542342,-0.38418409,0.656852,0.73754032,-0.40171785,0.668473,0.66578587,-0.39154472,0.659212,0.67404759,-0.38764878,0.642826,0.69554297,-0.40841284,0.656497,0.70032197,-0.43181744,0.66856,
0.67772727,-0.48180314,0.650012,0.66705615,-0.44617191,0.645987,0.65589263,-0.47480524,0.648764,0.62185477,-0.47481471,0.646193,0.58125243,-0.46205656,0.636,0.5688645,-0.45779617,0.643281,0.63180298,-0.40337132,0.641524,0.60304375,-0.36463987,0.632,0.59583898,-0.34848715,0.627238,0.6052315,-0.3425703,0.639823,0.65381053,-0.3996201,0.641721,0.64543527,-0.35508143,0.630363,0.64419443,-0.33199716,0.623738,0.64340617,-0.31516247,0.619005,0.67262241,-0.4000132,0.642202,0.67360524,-0.36358101,0.631372,0.67448162,-0.34454769,0.625832,0.67831874,-0.33146722,0.620795,0.69650875,-0.40686737,0.643369,0.71261006,-0.39504569,0.637707,0.74170562,-0.40076331,0.653672,0.76829453,-0.40546779,0.667758,
0.68339671,-0.485193,0.659397,0.66783163,-0.44627496,0.649094,0.66532685,-0.48286535,0.659628,0.6294138,-0.48086292,0.658508,0.58505233,-0.46529765,0.640836,0.56675246,-0.45603351,0.641241,0.63221712,-0.4030156,0.641905,0.60043202,-0.36240716,0.628979,0.59146608,-0.34617523,0.622515,0.59914057,-0.34020346,0.633424,0.65043114,-0.39678915,0.638172,0.63403207,-0.34814571,0.620291,0.62774241,-0.32267491,0.60986,0.62394703,-0.30506019,0.602409,0.66625597,-0.39537473,0.635915,0.65962392,-0.35640529,0.6178,0.65643784,-0.33623773,0.608532,0.65643297,-0.32258719,0.600106,0.68699091,-0.40043038,0.63476,0.69345032,-0.38308261,0.621321,0.72098527,-0.38794055,0.636475,0.74613272,-0.39186808,0.649847,
0.68553461,-0.49780066,0.663797,0.67177023,-0.4527255,0.656598,0.6683311,-0.4917189,0.66627,0.63524309,-0.49666301,0.67017,0.59447224,-0.48369383,0.659412,0.57871794,-0.47438824,0.661945,0.64261491,-0.41418081,0.654432,0.61679387,-0.37394931,0.64444,0.60653367,-0.3572136,0.639444,0.59712216,-0.34178739,0.634902,0.66134869,-0.40951373,0.648965,0.64668032,-0.36361156,0.633991,0.63812613,-0.33667807,0.625256,0.63543264,-0.31460055,0.619017,0.67709612,-0.40914537,0.645036,0.66995963,-0.3640672,0.62894,0.6671724,-0.34233486,0.620705,0.66549129,-0.32414685,0.613218,0.69663115,-0.41508075,0.641436,0.70294017,-0.38638196,0.629405,0.73150292,-0.38556961,0.64461,0.75624547,-0.38403371,0.658026,
0.6961884,-0.50154538,0.679787,0.67885734,-0.4609357,0.667845,0.67331651,-0.4962116,0.678236,0.63831452,-0.49479716,0.681465,0.59928826,-0.48833166,0.667491,0.57784824,-0.47639275,0.662121,0.64228152,-0.41488983,0.657272,0.61311285,-0.37397638,0.641626,0.60075598,-0.35474618,0.633804,0.59037263,-0.33781503,0.626692,0.66484084,-0.41268245,0.655191,0.64715869,-0.36480409,0.636076,0.63690173,-0.33704633,0.624926,0.62957634,-0.31720502,0.616962,0.68438365,-0.41446451,0.654421,0.67524008,-0.36810992,0.635413,0.67098405,-0.34510369,0.625688,0.66753273,-0.32499679,0.616847,0.70946172,-0.42330384,0.655273,0.72035372,-0.393804,0.643648,0.72672591,-0.37837381,0.638307,0.7322607,-0.36598214,0.633594,
0.70193223,-0.51280882,0.688127,0.68517719,-0.46690789,0.674781,0.67743887,-0.50259323,0.686287,0.64093903,-0.49867699,0.685143,0.60185036,-0.49166818,0.67074,0.57954842,-0.47945184,0.664663,0.6461876,-0.42238017,0.662839,0.61656298,-0.38094281,0.646541,0.60225316,-0.36190387,0.638391,0.59062832,-0.34292652,0.630983,0.67101948,-0.41875498,0.660649,0.65580396,-0.37408338,0.648553,0.64821264,-0.34688842,0.641497,0.6427887,-0.32743362,0.636456,0.69060562,-0.42067931,0.659901,0.67851178,-0.37180091,0.639679,0.67192268,-0.34953355,0.629333,0.66907843,-0.32827612,0.619927,0.71593223,-0.42994279,0.660988,0.71472137,-0.3930187,0.646679,0.71679293,-0.38137365,0.640104,0.72361533,-0.37256221,0.634303,
0.70488286,-0.51637173,0.692624,0.6874522,-0.47052227,0.679909,0.68064617,-0.50600156,0.690909,0.64449556,-0.50370257,0.691224,0.60564955,-0.49632345,0.676105,0.5818002,-0.48409014,0.668428,0.65023568,-0.42595478,0.668581,0.62090256,-0.3876176,0.652792,0.60621677,-0.36840945,0.644898,0.59285351,-0.35092295,0.637721,0.67307056,-0.42444673,0.66645,0.65829192,-0.3766052,0.651974,0.64987705,-0.34931302,0.643529,0.64386669,-0.3297808,0.637497,0.69292046,-0.42680534,0.665701,0.68079324,-0.37811306,0.646085,0.67557704,-0.35633778,0.636049,0.67101594,-0.33723809,0.626925,0.71845063,-0.43635262,0.666694,0.72352089,-0.39944077,0.653784,0.72922288,-0.38984817,0.647852,0.73358672,-0.37942286,0.642618,
0.71025904,-0.52479901,0.702574,0.68599109,-0.48272259,0.688059,0.68584251,-0.51294876,0.700589,0.64422388,-0.51384178,0.69766,0.60470533,-0.50441017,0.682612,0.58415951,-0.48921928,0.673778,0.64860863,-0.43776115,0.6751,0.62255708,-0.39304968,0.657069,0.60878855,-0.37155582,0.648054,0.59513889,-0.35308785,0.639858,0.67103502,-0.43568163,0.672703,0.65920624,-0.38691864,0.658013,0.65400274,-0.35645912,0.649444,0.64879022,-0.33688891,0.643323,0.69054245,-0.43749448,0.671877,0.6872253,-0.3914082,0.658525,0.68550714,-0.36790586,0.651694,0.68576781,-0.35011839,0.645483,0.71568113,-0.446224,0.673044,0.72146173,-0.41112157,0.658434,0.72411924,-0.39499097,0.651721,0.72948121,-0.38384966,0.645798,
0.70903368,-0.52720384,0.706505,0.68716366,-0.48449459,0.690716,0.68556649,-0.51502436,0.703116,0.64400722,-0.51580361,0.698395,0.60310327,-0.50417202,0.682438,0.58337867,-0.48964733,0.674648,0.64961094,-0.4367541,0.675101,0.62323746,-0.39385233,0.657623,0.60968138,-0.37260669,0.648884,0.59654109,-0.3541947,0.64094,0.67326603,-0.43674849,0.674013,0.66055781,-0.38816517,0.659276,0.6536232,-0.36107782,0.65068,0.64867353,-0.34166878,0.644539,0.693774,-0.44032087,0.674365,0.68841328,-0.39369457,0.659397,0.68572776,-0.37005938,0.65174,0.68448922,-0.35102563,0.644778,0.72004175,-0.45126068,0.67712,0.72665884,-0.41624516,0.6628,0.73027106,-0.40258592,0.65622,0.73296018,-0.3885831,0.650415,
0.70858864,-0.52728996,0.705125,0.68916731,-0.48232296,0.690103,0.68392714,-0.51486367,0.702481,0.64269936,-0.51024571,0.701308,0.60406382,-0.50423956,0.683803,0.58303647,-0.49029286,0.67532,0.65273058,-0.432617,0.675969,0.62323533,-0.39346142,0.657978,0.60939264,-0.37252582,0.648983,0.59609571,-0.3541096,0.640805,0.67505821,-0.43364043,0.674223,0.6627166,-0.38431671,0.659893,0.65464641,-0.35769917,0.651534,0.65089571,-0.33588887,0.645563,0.69554772,-0.43551212,0.673974,0.68707677,-0.38760845,0.656865,0.68297713,-0.36633788,0.648111,0.68023894,-0.347435,0.640153,0.71938043,-0.44758707,0.675905,0.72446853,-0.41110196,0.661226,0.72766395,-0.39839979,0.654481,0.7330466,-0.38596852,0.64853,
